"","id","run","nifti"
"225",440165,1,"nfas-sub-440165_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"226",440165,2,"nfas-sub-440165_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"227",440166,1,"nfas-sub-440166_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"228",440166,2,"nfas-sub-440166_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"229",440181,1,"nfas-sub-440181_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"230",440181,2,"nfas-sub-440181_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"231",440182,1,"nfas-sub-440182_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"232",440182,2,"nfas-sub-440182_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"233",440184,1,"nfas-sub-440184_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"234",440184,2,"nfas-sub-440184_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"235",440196,1,"nfas-sub-440196_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"236",440196,2,"nfas-sub-440196_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"237",440199,1,"nfas-sub-440199_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"238",440199,2,"nfas-sub-440199_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"239",440200,1,"nfas-sub-440200_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"240",440200,2,"nfas-sub-440200_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"241",440214,1,"nfas-sub-440214_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"242",440214,2,"nfas-sub-440214_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"243",440215,1,"nfas-sub-440215_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"244",440215,2,"nfas-sub-440215_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"245",440216,1,"nfas-sub-440216_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"246",440216,2,"nfas-sub-440216_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"247",440237,1,"nfas-sub-440237_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"248",440237,2,"nfas-sub-440237_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"249",440243,1,"nfas-sub-440243_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"250",440243,2,"nfas-sub-440243_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"251",440247,1,"nfas-sub-440247_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"252",440247,2,"nfas-sub-440247_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"253",440254,1,"nfas-sub-440254_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"254",440254,2,"nfas-sub-440254_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"255",440263,1,"nfas-sub-440263_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"256",440263,2,"nfas-sub-440263_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"257",440266,1,"nfas-sub-440266_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"258",440266,2,"nfas-sub-440266_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"259",440292,1,"nfas-sub-440292_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"260",440292,2,"nfas-sub-440292_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"261",440295,1,"nfas-sub-440295_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"262",440295,2,"nfas-sub-440295_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"263",440301,1,"nfas-sub-440301_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"264",440301,2,"nfas-sub-440301_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"265",440307,1,"nfas-sub-440307_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"266",440307,2,"nfas-sub-440307_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"267",440311,1,"nfas-sub-440311_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"268",440311,2,"nfas-sub-440311_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"269",440323,1,"nfas-sub-440323_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"270",440323,2,"nfas-sub-440323_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"271",440329,1,"nfas-sub-440329_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"272",440329,2,"nfas-sub-440329_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"273",440330,1,"nfas-sub-440330_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"274",440330,2,"nfas-sub-440330_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"275",440335,1,"nfas-sub-440335_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"276",440335,2,"nfas-sub-440335_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"277",440336,1,"nfas-sub-440336_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"278",440336,2,"nfas-sub-440336_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"279",440337,1,"nfas-sub-440337_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"280",440337,2,"nfas-sub-440337_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"281",440340,1,"nfas-sub-440340_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"282",440340,2,"nfas-sub-440340_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"283",440355,1,"nfas-sub-440355_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"284",440355,2,"nfas-sub-440355_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"285",440359,1,"nfas-sub-440359_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"286",440359,2,"nfas-sub-440359_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"287",440361,1,"nfas-sub-440361_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"288",440361,2,"nfas-sub-440361_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"289",440368,1,"nfas-sub-440368_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"290",440368,2,"nfas-sub-440368_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"291",440392,1,"nfas-sub-440392_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"292",440392,2,"nfas-sub-440392_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"293",440393,1,"nfas-sub-440393_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"294",440393,2,"nfas-sub-440393_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"295",440423,1,"nfas-sub-440423_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"296",440423,2,"nfas-sub-440423_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"297",881224,1,"nfas-sub-881224_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"298",881224,2,"nfas-sub-881224_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"299",881230,1,"nfas-sub-881230_task-clockRev_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
"300",881230,2,"nfas-sub-881230_task-clockRev_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
