id,dataset,model,n_runs,evo_fname,obs_fname,F,LL,AIC,BIC,R2,alpha,gamma,beta,alpha_transformed,gamma_transformed,beta_transformed,alpha_ffx,gamma_ffx,beta_ffx,alpha_transformed_ffx,gamma_transformed_ffx,beta_transformed_ffx
220913,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-714.4251625,-706.2731117,-709.2731117,-714.4940701,0.075407425,0.113892001,-0.578276567,2.525878761,0.528442262,0.359329252,12.5018766,-0.04156503,-0.343569682,2.473299359,0.489610238,0.41494262,11.86151777
220914,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-844.6006381,-837.5129538,-840.5129538,-845.7339122,0.018579278,0.406318729,-1.282226699,3.063109121,0.600204851,0.217171429,21.39397031,0.140804892,-0.965571518,2.963958779,0.53514318,0.275764073,19.37451958
220927,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-773.5467078,-766.6186523,-769.6186523,-774.8396107,0.06230306,0.266357987,0.386829974,2.733912201,0.566198578,0.595519348,15.39298985,0.196897982,0.440207984,2.70726066,0.549066078,0.608308588,14.98816155
220947,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-625.766365,-617.2950557,-620.2950557,-625.5160141,0.112842826,-2.429202733,1.623745726,1.957385024,0.080972778,0.835311063,7.080786747,-1.828954888,1.022576642,2.03289989,0.138362824,0.735474194,7.636198419
220963,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-602.3034817,-593.6050925,-596.6050925,-601.8260509,0.132123201,1.695866602,-0.446096144,1.9013044,0.844994117,0.390289343,6.694621215,1.427289258,-0.331826974,1.877723409,0.806478599,0.417796159,6.538602182
220976,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-772.7716438,-765.366131,-768.366131,-773.5870894,0.049336883,1.033574543,-0.458607779,2.816219299,0.737608308,0.387316149,16.71354217,0.661616025,-0.166437693,2.744526612,0.659623312,0.458486365,15.55724758
220989,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-784.1851003,-776.9189979,-779.9189979,-785.1399563,0.053063505,-1.244172244,1.384370411,2.334959774,0.223710582,0.79969199,10.32904443,-1.126603737,0.848166122,2.393671108,0.244788414,0.700182303,10.95363218
221018,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-742.3008224,-735.2836566,-738.2836566,-743.504615,0.05567536,2.940967374,-0.086599908,2.737708766,0.94983484,0.478363543,15.45154141,1.975550669,0.135278823,2.686947056,0.87820606,0.533768224,14.68676952
221036,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-751.7364369,-744.9635167,-747.9635167,-753.1844751,0.06249338,0.979839066,2.090262976,2.644750128,0.727076282,0.889953182,14.07992646,1.036522477,1.465272074,2.661193954,0.738178458,0.8123377,14.31336841
221050,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-862.5134694,-855.1078513,-858.1078513,-863.3288097,0.019994089,-1.457171619,-1.268479956,2.907577046,0.188900301,0.21951757,18.31237473,-1.349683746,-0.722348873,2.834886843,0.205922081,0.326875955,17.02847331
221080,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-914.498603,-909.676059,-912.676059,-917.8970174,0.002756292,2.41836692,2.317209177,3.599751868,0.918217192,0.910292301,36.58915437,1.40583279,1.595089172,3.497226485,0.803107833,0.831330909,33.02373301
221085,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-816.9714686,-810.818897,-813.818897,-819.0398553,0.040807433,1.491783168,0.59876951,2.932903752,0.816345765,0.645374739,18.78208991,1.137840989,0.769969852,2.875059747,0.757283021,0.683514372,17.72648319
221181,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-918.9581564,-912.4697832,-915.4697832,-920.6907416,0.003995,-2.764358915,-2.32522916,2.967506307,0.059280817,0.089054936,19.44337329,-1.512682716,0.124021424,2.951837943,0.180541556,0.530965675,19.14110166
221183,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-813.2913797,-805.9747042,-808.9747042,-814.1956626,0.044693784,0.215447785,-0.476445887,2.926176268,0.553654563,0.383091728,18.6561578,-0.05292545,-0.163560477,2.835314752,0.486771725,0.459200795,17.03576149
221206,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-809.5113355,-802.1946338,-805.1946338,-810.4155921,0.032589123,0.710671542,0.014399406,2.902387208,0.670549529,0.503599789,18.21758266,0.176003044,0.366854798,2.789736678,0.543887527,0.590698769,16.27673322
221212,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-849.6892965,-843.3530919,-846.3530919,-851.5740503,0.028745146,0.059653558,1.494802471,2.783642312,0.514908969,0.816798003,16.1778385,0.128543611,0.991291443,2.810943532,0.532091726,0.729342931,16.62559761
221228,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-723.8822242,-716.1673006,-719.1673006,-724.3882589,0.048872487,2.525029346,-1.980899125,2.677363718,0.925877948,0.121223024,14.54669352,1.731660422,-1.766290103,2.635565906,0.849624683,0.146004298,13.9512053
221229,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-749.8582903,-742.8668662,-745.8668662,-751.0878246,0.06309281,0.105992265,2.209776891,2.330991347,0.526473287,0.901124049,10.28813559,0.198098408,1.4192336,2.366085642,0.549363277,0.80521824,10.65560071
221256,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-825.4747224,-819.0325581,-822.0325581,-827.2535165,0.037503422,-0.326297543,1.082690594,2.607071811,0.41914176,0.747002815,13.5592885,-0.248714366,0.684126454,2.640233314,0.438139963,0.664659056,14.01647347
221261,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-754.8147183,-748.0856215,-751.0856215,-756.3065799,0.068286449,0.201248859,1.895838281,2.46922926,0.550143091,0.869419775,11.81333833,0.318016448,1.212916117,2.508177467,0.578840769,0.770814515,12.28252434
221262,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-800.4453424,-793.3465279,-796.3465279,-801.5674863,0.04743183,2.427487291,-1.18712418,3.156522364,0.918899474,0.233773669,23.48876835,1.504752997,-0.812777404,3.077562998,0.818282298,0.307298964,21.70544168
221273,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-834.2804146,-827.1478258,-830.1478258,-835.3687842,0.024907802,-2.681925682,1.08850144,1.975818236,0.064048343,0.748099427,7.212518779,-2.47477437,0.508885052,2.08205545,0.077645621,0.624545068,8.020938617
221292,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-407.5846492,-399.226912,-402.226912,-407.4478704,0.257140913,-2.117966938,2.764862739,0.94154035,0.107362756,0.940747273,2.563927725,-1.983356788,1.679753248,0.962465579,0.120961458,0.842871854,2.618143761
221298,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-785.9237718,-779.6310932,-782.6310932,-787.8520516,0.046533192,3.629396229,2.69331964,2.6048543,0.974153563,0.936631298,13.52925394,2.572861462,1.956038446,2.595166672,0.929094434,0.876103581,13.39882039
221448,explore,decay_factorize_selective_psequate_fixedparams_fmri,1.508333333,h_sceptic_fixed_decay_fmri,g_sceptic,-511.4762249,-504.3510146,-507.3510146,-512.1487602,0.086901427,-1.118648386,1.037234873,2.057234767,0.246262081,0.73831612,7.824303842,-1.006263849,0.666274724,2.091367555,0.267711658,0.660668506,8.095979298
221610,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-820.4259225,-813.5547897,-816.5547897,-821.7757481,0.030756201,3.008679632,-0.406681904,3.06150774,0.952964706,0.399708005,21.35973782,1.844729,-0.076302253,2.978658283,0.863507038,0.480933686,19.66141888
221637,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-476.9736391,-469.1240515,-472.1240515,-477.3450099,0.150318279,-1.830198422,-0.164941535,1.58668239,0.138214638,0.458857849,4.887507161,-1.604003242,-0.220492869,1.5732498,0.167422851,0.44509903,4.822294247
221680,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-925.2990354,-919.3175155,-922.3175155,-927.5384739,0.003456106,-3.247929098,-0.268436032,2.44328606,0.037401375,0.433291087,11.51080386,-2.961834683,-0.2603258,2.513865449,0.049180144,0.435283621,12.35258619
221698,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-821.9281241,-814.0005977,-817.0005977,-822.2215561,0.027131847,-0.721639936,-1.619605407,2.928855381,0.32703196,0.165259297,18.70620677,-0.649275877,-1.220024203,2.862556724,0.343152736,0.227932192,17.50622836
221715,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-892.2451433,-886.3125981,-889.3125981,-894.5335565,0.013772058,0.624472445,-0.45430472,3.376342933,0.651235051,0.388337769,29.26355641,0.173886707,0.078403134,3.205372403,0.543362471,0.519590749,24.6646835
221910,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-913.0022446,-906.2925812,-909.2925812,-914.5135396,0.007283159,-4.217422561,-0.389858421,1.906366386,0.014522566,0.403751384,6.728595208,-3.731440616,-0.307419263,2.145022146,0.023397728,0.423744792,8.542230412
221916,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-913.5194013,-907.2338881,-910.2338881,-915.4548465,0.006179819,-4.185138992,0.356099602,1.811612858,0.014991913,0.588095931,6.120310667,-3.406989821,0.130774095,2.151731291,0.032077729,0.53264701,8.599734159
222067,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-816.4808968,-808.5271161,-811.5271161,-816.7480745,0.029800026,1.303068082,-2.932654903,3.054247063,0.786350883,0.050562722,21.20521333,0.9750831,-2.495558148,3.000287168,0.726131507,0.076170158,20.09130567
222093,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-778.7158523,-771.3992162,-774.3992162,-779.6201745,0.051818668,1.275532892,0.005300876,2.655875774,0.781688416,0.501325216,14.23744938,1.007742449,0.214461376,2.600407524,0.73257811,0.553410787,13.46922595
222112,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-804.3083996,-797.6689483,-800.6689483,-805.8899067,0.046575483,0.404133785,2.28377406,2.523262306,0.59968044,0.907524268,12.46920876,0.467038194,1.486087934,2.550721786,0.614682497,0.815490366,12.8163511
222121,explore,decay_factorize_selective_psequate_fixedparams_fmri,1.875,h_sceptic_fixed_decay_fmri,g_sceptic,-821.7533644,-815.7845455,-818.7845455,-823.9086961,0.024956904,-1.289989694,2.565026763,2.451754504,0.215854556,0.928576562,11.60869636,-1.163709505,1.610346662,2.498755367,0.237993903,0.83345951,12.16734066
35780,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-794.2022006,-786.6598755,-789.6598755,-794.8808339,0.041843589,-0.490676463,-0.795389314,2.779313285,0.379734223,0.311012653,16.10795557,-0.638769655,-0.442159387,2.693477112,0.345524714,0.391226551,14.78298876
37542,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-740.1852367,-733.0035334,-736.0035334,-741.2244918,0.091755844,0.679478123,2.52354122,2.318585381,0.663622209,0.925775756,10.16128978,0.775680161,1.696249916,2.344296518,0.684748343,0.845044317,10.42593569
431100,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-894.759406,-889.5265761,-892.5265761,-897.7475344,0.01157308,1.189475785,1.675595551,3.391563133,0.766647295,0.842320428,29.71236037,0.996852649,1.283879491,3.347569804,0.730439322,0.783109427,28.43355053
431106,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-745.0909982,-737.7488573,-740.7488573,-745.9698156,0.070237002,1.697285742,0.085343127,2.578355713,0.845179904,0.521322841,13.17545611,1.270140756,0.330395702,2.522654676,0.780766842,0.581855654,12.46163439
440024,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-788.2726208,-781.2846368,-784.2846368,-789.5055952,0.043358872,1.611024911,-0.728549914,2.943763668,0.833553633,0.32551302,18.98717342,0.990861206,-0.259486726,2.836584972,0.729257993,0.435489887,17.05741441
440042,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-918.3741939,-912.4913155,-915.4913155,-920.7122739,0.005170646,-1.334001458,-1.063440021,3.362139278,0.208498248,0.256652612,28.85084488,-1.295671531,-0.480068053,3.211034491,0.214894393,0.382236056,24.80473322
440066,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-867.5264742,-862.1823752,-865.1823752,-870.4033335,0.018859293,1.836411343,1.338292204,3.200668402,0.86252373,0.792208954,24.54893328,1.357881435,1.168780133,3.151384369,0.795415159,0.762924448,23.36839267
440072,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-798.3937245,-792.3549778,-795.3549778,-800.5759362,0.053914551,1.323115198,2.157087865,2.663795494,0.789699527,0.896329255,14.35065369,1.30544863,1.51229953,2.670251655,0.78675055,0.819401746,14.44360355
440120,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-851.7864737,-844.0614594,-847.0614594,-852.2824178,0.020117981,0.029721359,-2.18723792,3.184323862,0.507429793,0.100902397,24.15095351,-0.147885055,-1.897253766,3.124317471,0.463095969,0.13041961,22.74436612
440138,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-788.8342316,-782.3113897,-785.3113897,-790.532348,0.049631978,2.577809718,0.467146399,2.900721733,0.929419724,0.614708125,18.18726698,1.754045348,0.679581331,2.840842269,0.852462312,0.663645248,17.13018769
440149,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-710.0393452,-702.9793066,-705.9793066,-711.200265,0.073006014,2.550118552,-0.420942338,2.523296651,0.927581478,0.396291279,12.46963701,1.676772541,-0.055107168,2.454177385,0.842476688,0.486226693,11.63685696
440165,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-844.8758915,-836.6185043,-839.6185043,-844.8394627,0.020188816,-1.917609058,-1.472025841,2.547156602,0.128128425,0.186634892,12.77073981,-1.873967639,-0.962321995,2.473638642,0.133083301,0.276413534,11.86554286
440166,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-761.7392752,-755.3671229,-758.3671229,-763.5880813,0.083889711,1.514501493,2.555257738,2.556520285,0.819727369,0.92792594,12.89088258,1.483097543,1.78347597,2.559894487,0.81503999,0.856125547,12.93445248
440181,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-728.9479839,-720.7254343,-723.7254343,-728.9463927,0.052420846,0.103498783,-1.2212653,2.600839487,0.525851623,0.227713858,13.47504541,0.016649071,-1.07351497,2.565045856,0.504162172,0.254735209,13.00125454
440182,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-764.0402421,-756.263455,-759.263455,-764.4844134,0.06190474,2.110826808,-1.497846906,2.845033598,0.891951041,0.18274687,17.20213662,1.485127686,-1.276222207,2.78804796,0.815345838,0.218193974,16.2492696
440184,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-842.0654314,-834.8753833,-837.8753833,-843.0963417,0.024242664,2.15578135,-2.152862517,3.327557428,0.896207787,0.104064035,27.87018357,1.123492054,-1.235060576,3.159992425,0.754635882,0.225296935,23.57041739
440196,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-891.3508617,-886.4512203,-889.4512203,-894.6721787,0.012891116,1.8443324,1.36320514,3.278599671,0.863460287,0.796280123,26.53858391,1.169679762,0.967757488,3.196130482,0.763087126,0.724672292,24.43778456
440199,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-829.1094366,-821.9839189,-824.9839189,-830.2048773,0.031902073,-0.157459767,-0.140413401,2.66222144,0.46071619,0.464954211,14.32808275,-0.2664498,0.029752497,2.607962894,0.433778871,0.507437576,13.57137634
440200,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-879.5697641,-873.5839652,-876.5839652,-881.8049236,0.016813271,2.694867619,0.075159703,3.368817936,0.936723113,0.518781085,29.04417467,1.613424046,0.471363121,3.25667939,0.833886227,0.615706338,25.96318024
440214,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-805.7490983,-799.4423062,-802.4423062,-807.6632646,0.047031181,1.105964249,1.207104526,2.682441975,0.751375957,0.769786227,14.62075326,1.032644626,1.018603473,2.671252104,0.73742829,0.734700483,14.45806085
440215,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-878.1753078,-872.1749153,-875.1749153,-880.3958736,0.022895715,1.324296803,2.340301252,3.140448543,0.789895694,0.912160225,23.11423226,1.131662286,1.663806603,3.113895823,0.756145537,0.840748332,22.50856318
440216,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-814.46677,-808.0676945,-811.0676945,-816.2886529,0.028870983,1.546313287,2.393707929,3.001156644,0.824380617,0.916346241,20.10878219,1.433147491,1.658108628,2.99413293,0.807391257,0.839983945,19.96803869
440237,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-834.550474,-827.4280154,-830.4280154,-835.6489738,0.029535704,0.850976002,0.716657332,2.984874787,0.700771841,0.671870514,19.78402486,0.299561632,0.924018357,2.883074593,0.574335351,0.715860165,17.8691291
440243,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-860.0930086,-854.0629733,-857.0629733,-862.2839317,0.016711004,2.226130874,-0.468503929,3.243097197,0.902571652,0.384970405,25.61292731,1.08227637,-0.027470571,3.100923045,0.746924523,0.493132789,22.21845045
440247,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-627.5765352,-619.913288,-622.913288,-628.1342463,0.113134207,0.084141961,2.572980017,1.802863582,0.521023088,0.929102244,6.066995953,0.184529462,1.667714249,1.836610534,0.546001905,0.841270833,6.275232489
440254,explore,decay_factorize_selective_psequate_fixedparams_fmri,2,h_sceptic_fixed_decay_fmri,g_sceptic,-817.2943189,-809.255935,-812.255935,-817.4768934,0.040702185,-3.356974499,1.335655958,1.903486258,0.033667517,0.791774657,6.709243869,-2.975376529,0.501770793,2.080960541,0.048550759,0.622875384,8.012161231
